Reference,Date,Value
EUR-EURIBOR-12M,2000-01-01,0.03883
EUR-EURIBOR-12M,2000-01-02,0.03883
EUR-EURIBOR-12M,2000-01-03,0.03883
EUR-EURIBOR-12M,2000-01-04,0.03950
EUR-EURIBOR-12M,2000-01-05,0.03953
EUR-EURIBOR-12M,2000-01-06,0.03950
EUR-EURIBOR-12M,2000-01-07,0.03940
EUR-EURIBOR-12M,2000-01-08,0.03940
EUR-EURIBOR-12M,2000-01-09,0.03940
EUR-EURIBOR-12M,2000-01-10,0.03914
EUR-EURIBOR-12M,2000-01-11,0.03914
EUR-EURIBOR-12M,2000-01-12,0.03950
EUR-EURIBOR-12M,2000-01-13,0.03946
EUR-EURIBOR-12M,2000-01-14,0.03930
EUR-EURIBOR-12M,2000-01-15,0.03930
EUR-EURIBOR-12M,2000-01-16,0.03930
EUR-EURIBOR-12M,2000-01-17,0.03919
EUR-EURIBOR-12M,2000-01-18,0.03924
EUR-EURIBOR-12M,2000-01-19,0.03939
EUR-EURIBOR-12M,2000-01-20,0.03930
EUR-EURIBOR-12M,2000-01-21,0.03920
EUR-EURIBOR-12M,2000-01-22,0.03920
EUR-EURIBOR-12M,2000-01-23,0.03920
EUR-EURIBOR-12M,2000-01-24,0.03933
EUR-EURIBOR-12M,2000-01-25,0.03933
EUR-EURIBOR-12M,2000-01-26,0.03950
EUR-EURIBOR-12M,2000-01-27,0.04017
EUR-EURIBOR-12M,2000-01-28,0.04058
EUR-EURIBOR-12M,2000-01-29,0.04058
EUR-EURIBOR-12M,2000-01-30,0.04058
EUR-EURIBOR-12M,2000-01-31,0.04070
EUR-EURIBOR-12M,2000-02-01,0.04080
EUR-EURIBOR-12M,2000-02-02,0.04065
EUR-EURIBOR-12M,2000-02-03,0.04065
EUR-EURIBOR-12M,2000-02-04,0.04050
EUR-EURIBOR-12M,2000-02-05,0.04050
EUR-EURIBOR-12M,2000-02-06,0.04050
EUR-EURIBOR-12M,2000-02-07,0.04063
EUR-EURIBOR-12M,2000-02-08,0.04080
EUR-EURIBOR-12M,2000-02-09,0.04073
EUR-EURIBOR-12M,2000-02-10,0.04076
EUR-EURIBOR-12M,2000-02-11,0.04081
EUR-EURIBOR-12M,2000-02-12,0.04081
EUR-EURIBOR-12M,2000-02-13,0.04081
EUR-EURIBOR-12M,2000-02-14,0.04080
EUR-EURIBOR-12M,2000-02-15,0.04080
EUR-EURIBOR-12M,2000-02-16,0.04089
EUR-EURIBOR-12M,2000-02-17,0.04099
EUR-EURIBOR-12M,2000-02-18,0.04160
EUR-EURIBOR-12M,2000-02-19,0.04160
EUR-EURIBOR-12M,2000-02-20,0.04160
EUR-EURIBOR-12M,2000-02-21,0.04211
