Reference,Date,Value
GBP-LIBOR-1M,2000-01-01,0.05741
GBP-LIBOR-1M,2000-01-02,0.05741
GBP-LIBOR-1M,2000-01-03,0.05741
GBP-LIBOR-1M,2000-01-04,0.05741
GBP-LIBOR-1M,2000-01-05,0.05750
GBP-LIBOR-1M,2000-01-06,0.05750
GBP-LIBOR-1M,2000-01-07,0.05698
GBP-LIBOR-1M,2000-01-08,0.05698
GBP-LIBOR-1M,2000-01-09,0.05698
GBP-LIBOR-1M,2000-01-10,0.05701
GBP-LIBOR-1M,2000-01-11,0.05731
GBP-LIBOR-1M,2000-01-12,0.05744
GBP-LIBOR-1M,2000-01-13,0.05801
GBP-LIBOR-1M,2000-01-14,0.05690
GBP-LIBOR-1M,2000-01-15,0.05690
GBP-LIBOR-1M,2000-01-16,0.05690
GBP-LIBOR-1M,2000-01-17,0.05751
GBP-LIBOR-1M,2000-01-18,0.05760
GBP-LIBOR-1M,2000-01-19,0.05828
GBP-LIBOR-1M,2000-01-20,0.05900
GBP-LIBOR-1M,2000-01-21,0.05921
GBP-LIBOR-1M,2000-01-22,0.05921
GBP-LIBOR-1M,2000-01-23,0.05921
GBP-LIBOR-1M,2000-01-24,0.05931
GBP-LIBOR-1M,2000-01-25,0.05940
GBP-LIBOR-1M,2000-01-26,0.05961
GBP-LIBOR-1M,2000-01-27,0.05975
GBP-LIBOR-1M,2000-01-28,0.06004
GBP-LIBOR-1M,2000-01-29,0.06004
GBP-LIBOR-1M,2000-01-30,0.06004
GBP-LIBOR-1M,2000-01-31,0.06106
GBP-LIBOR-1M,2000-02-01,0.06112
GBP-LIBOR-1M,2000-02-02,0.06068
GBP-LIBOR-1M,2000-02-03,0.06060
GBP-LIBOR-1M,2000-02-04,0.06061
GBP-LIBOR-1M,2000-02-05,0.06061
GBP-LIBOR-1M,2000-02-06,0.06061
GBP-LIBOR-1M,2000-02-07,0.06060
GBP-LIBOR-1M,2000-02-08,0.06080
GBP-LIBOR-1M,2000-02-09,0.06112
GBP-LIBOR-1M,2000-02-10,0.06124
GBP-LIBOR-1M,2000-02-11,0.06145
GBP-LIBOR-1M,2000-02-12,0.06145
GBP-LIBOR-1M,2000-02-13,0.06145
GBP-LIBOR-1M,2000-02-14,0.06142
GBP-LIBOR-1M,2000-02-15,0.06142
GBP-LIBOR-1M,2000-02-16,0.06156
GBP-LIBOR-1M,2000-02-17,0.06138
GBP-LIBOR-1M,2000-02-18,0.06121
GBP-LIBOR-1M,2000-02-19,0.06121
