Reference,Date,Value
EUR-EURIBOR-1M,2000-01-01,0.03169
EUR-EURIBOR-1M,2000-01-02,0.03169
EUR-EURIBOR-1M,2000-01-03,0.03169
EUR-EURIBOR-1M,2000-01-04,0.03158
EUR-EURIBOR-1M,2000-01-05,0.03150
EUR-EURIBOR-1M,2000-01-06,0.03129
EUR-EURIBOR-1M,2000-01-07,0.03119
EUR-EURIBOR-1M,2000-01-08,0.03119
EUR-EURIBOR-1M,2000-01-09,0.03119
EUR-EURIBOR-1M,2000-01-10,0.03114
EUR-EURIBOR-1M,2000-01-11,0.03116
EUR-EURIBOR-1M,2000-01-12,0.03130
EUR-EURIBOR-1M,2000-01-13,0.03130
EUR-EURIBOR-1M,2000-01-14,0.03126
EUR-EURIBOR-1M,2000-01-15,0.03126
EUR-EURIBOR-1M,2000-01-16,0.03126
EUR-EURIBOR-1M,2000-01-17,0.03120
EUR-EURIBOR-1M,2000-01-18,0.03120
EUR-EURIBOR-1M,2000-01-19,0.03103
EUR-EURIBOR-1M,2000-01-20,0.03121
EUR-EURIBOR-1M,2000-01-21,0.03120
EUR-EURIBOR-1M,2000-01-22,0.03120
EUR-EURIBOR-1M,2000-01-23,0.03120
EUR-EURIBOR-1M,2000-01-24,0.03129
EUR-EURIBOR-1M,2000-01-25,0.03126
EUR-EURIBOR-1M,2000-01-26,0.03130
EUR-EURIBOR-1M,2000-01-27,0.03241
EUR-EURIBOR-1M,2000-01-28,0.03299
EUR-EURIBOR-1M,2000-01-29,0.03299
EUR-EURIBOR-1M,2000-01-30,0.03299
EUR-EURIBOR-1M,2000-01-31,0.03308
EUR-EURIBOR-1M,2000-02-01,0.03310
EUR-EURIBOR-1M,2000-02-02,0.03298
EUR-EURIBOR-1M,2000-02-03,0.03301
EUR-EURIBOR-1M,2000-02-04,0.03320
EUR-EURIBOR-1M,2000-02-05,0.03320
EUR-EURIBOR-1M,2000-02-06,0.03320
EUR-EURIBOR-1M,2000-02-07,0.03323
EUR-EURIBOR-1M,2000-02-08,0.03320
EUR-EURIBOR-1M,2000-02-09,0.03320
EUR-EURIBOR-1M,2000-02-10,0.03320
EUR-EURIBOR-1M,2000-02-11,0.03320
EUR-EURIBOR-1M,2000-02-12,0.03320
EUR-EURIBOR-1M,2000-02-13,0.03320
EUR-EURIBOR-1M,2000-02-14,0.03320
EUR-EURIBOR-1M,2000-02-15,0.03320
EUR-EURIBOR-1M,2000-02-16,0.03320
EUR-EURIBOR-1M,2000-02-17,0.03319
EUR-EURIBOR-1M,2000-02-18,0.03355
EUR-EURIBOR-1M,2000-02-19,0.03355
EUR-EURIBOR-1M,2000-02-20,0.03355
EUR-EURIBOR-1M,2000-02-21,0.03430
EUR-EURIBOR-1M,2000-02-22,0.03440
EUR-EURIBOR-1M,2000-02-23,0.03457
EUR-EURIBOR-1M,2000-02-24,0.03446
EUR-EURIBOR-1M,2000-02-25,0.03408
EUR-EURIBOR-1M,2000-02-26,0.03408
EUR-EURIBOR-1M,2000-02-27,0.03408
EUR-EURIBOR-1M,2000-02-28,0.03440
EUR-EURIBOR-1M,2000-02-29,0.03451
EUR-EURIBOR-1M,2000-03-01,0.03441
EUR-EURIBOR-1M,2000-03-02,0.03461
EUR-EURIBOR-1M,2000-03-03,0.03430
EUR-EURIBOR-1M,2000-03-04,0.03430
EUR-EURIBOR-1M,2000-03-05,0.03430
EUR-EURIBOR-1M,2000-03-06,0.03432
EUR-EURIBOR-1M,2000-03-07,0.03440
EUR-EURIBOR-1M,2000-03-08,0.03479
EUR-EURIBOR-1M,2000-03-09,0.03531
EUR-EURIBOR-1M,2000-03-10,0.03550
EUR-EURIBOR-1M,2000-03-11,0.03550
EUR-EURIBOR-1M,2000-03-12,0.03550
EUR-EURIBOR-1M,2000-03-13,0.03649
EUR-EURIBOR-1M,2000-03-14,0.03650
EUR-EURIBOR-1M,2000-03-15,0.03650
EUR-EURIBOR-1M,2000-03-16,0.03660
EUR-EURIBOR-1M,2000-03-17,0.03626
EUR-EURIBOR-1M,2000-03-18,0.03626
EUR-EURIBOR-1M,2000-03-19,0.03626
EUR-EURIBOR-1M,2000-03-20,0.03619
EUR-EURIBOR-1M,2000-03-21,0.03620
EUR-EURIBOR-1M,2000-03-22,0.03630
EUR-EURIBOR-1M,2000-03-23,0.03638
EUR-EURIBOR-1M,2000-03-24,0.03640
EUR-EURIBOR-1M,2000-03-25,0.03640
EUR-EURIBOR-1M,2000-03-26,0.03640
EUR-EURIBOR-1M,2000-03-27,0.03669
EUR-EURIBOR-1M,2000-03-28,0.03670
EUR-EURIBOR-1M,2000-03-29,0.03683
EUR-EURIBOR-1M,2000-03-30,0.03700
EUR-EURIBOR-1M,2000-03-31,0.03690
EUR-EURIBOR-1M,2000-04-01,0.03690
EUR-EURIBOR-1M,2000-04-02,0.03690
EUR-EURIBOR-1M,2000-04-03,0.03691
EUR-EURIBOR-1M,2000-04-04,0.03696
EUR-EURIBOR-1M,2000-04-05,0.03690
EUR-EURIBOR-1M,2000-04-06,0.03691
EUR-EURIBOR-1M,2000-04-07,0.03738
EUR-EURIBOR-1M,2000-04-08,0.03738
EUR-EURIBOR-1M,2000-04-09,0.03738
EUR-EURIBOR-1M,2000-04-10,0.03753
EUR-EURIBOR-1M,2000-04-11,0.03778
EUR-EURIBOR-1M,2000-04-12,0.03790
EUR-EURIBOR-1M,2000-04-13,0.03784
EUR-EURIBOR-1M,2000-04-14,0.03758
EUR-EURIBOR-1M,2000-04-15,0.03758
EUR-EURIBOR-1M,2000-04-16,0.03758
EUR-EURIBOR-1M,2000-04-17,0.03760
EUR-EURIBOR-1M,2000-04-18,0.03804
EUR-EURIBOR-1M,2000-04-19,0.03824
EUR-EURIBOR-1M,2000-04-20,0.03831
EUR-EURIBOR-1M,2000-04-21,0.03831
EUR-EURIBOR-1M,2000-04-22,0.03831
EUR-EURIBOR-1M,2000-04-23,0.03831
EUR-EURIBOR-1M,2000-04-24,0.03831
EUR-EURIBOR-1M,2000-04-25,0.03881
EUR-EURIBOR-1M,2000-04-26,0.03927
EUR-EURIBOR-1M,2000-04-27,0.03900
EUR-EURIBOR-1M,2000-04-28,0.03930
EUR-EURIBOR-1M,2000-04-29,0.03930
EUR-EURIBOR-1M,2000-04-30,0.03930
EUR-EURIBOR-1M,2000-05-01,0.03930
EUR-EURIBOR-1M,2000-05-02,0.03945
EUR-EURIBOR-1M,2000-05-03,0.04005
EUR-EURIBOR-1M,2000-05-04,0.04109
EUR-EURIBOR-1M,2000-05-05,0.04149
EUR-EURIBOR-1M,2000-05-06,0.04149
EUR-EURIBOR-1M,2000-05-07,0.04149
EUR-EURIBOR-1M,2000-05-08,0.04139
EUR-EURIBOR-1M,2000-05-09,0.04139
EUR-EURIBOR-1M,2000-05-10,0.04123
EUR-EURIBOR-1M,2000-05-11,0.04104
EUR-EURIBOR-1M,2000-05-12,0.04120
EUR-EURIBOR-1M,2000-05-13,0.04120
EUR-EURIBOR-1M,2000-05-14,0.04120
EUR-EURIBOR-1M,2000-05-15,0.04128
EUR-EURIBOR-1M,2000-05-16,0.04138
EUR-EURIBOR-1M,2000-05-17,0.04236
EUR-EURIBOR-1M,2000-05-18,0.04268
EUR-EURIBOR-1M,2000-05-19,0.04238
EUR-EURIBOR-1M,2000-05-20,0.04238
EUR-EURIBOR-1M,2000-05-21,0.04238
EUR-EURIBOR-1M,2000-05-22,0.04242
EUR-EURIBOR-1M,2000-05-23,0.04250
EUR-EURIBOR-1M,2000-05-24,0.04228
EUR-EURIBOR-1M,2000-05-25,0.04219
EUR-EURIBOR-1M,2000-05-26,0.04177
EUR-EURIBOR-1M,2000-05-27,0.04177
EUR-EURIBOR-1M,2000-05-28,0.04177
EUR-EURIBOR-1M,2000-05-29,0.04186
EUR-EURIBOR-1M,2000-05-30,0.04200
EUR-EURIBOR-1M,2000-05-31,0.04250
EUR-EURIBOR-1M,2000-06-01,0.04294
EUR-EURIBOR-1M,2000-06-02,0.04277
EUR-EURIBOR-1M,2000-06-03,0.04277
EUR-EURIBOR-1M,2000-06-04,0.04277
EUR-EURIBOR-1M,2000-06-05,0.04260
EUR-EURIBOR-1M,2000-06-06,0.04260
EUR-EURIBOR-1M,2000-06-07,0.04234
EUR-EURIBOR-1M,2000-06-08,0.04240
EUR-EURIBOR-1M,2000-06-09,0.04428
EUR-EURIBOR-1M,2000-06-10,0.04428
EUR-EURIBOR-1M,2000-06-11,0.04428
EUR-EURIBOR-1M,2000-06-12,0.04422
EUR-EURIBOR-1M,2000-06-13,0.04417
EUR-EURIBOR-1M,2000-06-14,0.04400
EUR-EURIBOR-1M,2000-06-15,0.04374
EUR-EURIBOR-1M,2000-06-16,0.04366
EUR-EURIBOR-1M,2000-06-17,0.04366
EUR-EURIBOR-1M,2000-06-18,0.04366
EUR-EURIBOR-1M,2000-06-19,0.04361
EUR-EURIBOR-1M,2000-06-20,0.04380
EUR-EURIBOR-1M,2000-06-21,0.04426
EUR-EURIBOR-1M,2000-06-22,0.04420
EUR-EURIBOR-1M,2000-06-23,0.04419
EUR-EURIBOR-1M,2000-06-24,0.04419
EUR-EURIBOR-1M,2000-06-25,0.04419
EUR-EURIBOR-1M,2000-06-26,0.04442
EUR-EURIBOR-1M,2000-06-27,0.04424
EUR-EURIBOR-1M,2000-06-28,0.04423
EUR-EURIBOR-1M,2000-06-29,0.04415
EUR-EURIBOR-1M,2000-06-30,0.04419
EUR-EURIBOR-1M,2000-07-01,0.04419
EUR-EURIBOR-1M,2000-07-02,0.04419
EUR-EURIBOR-1M,2000-07-03,0.04421
EUR-EURIBOR-1M,2000-07-04,0.04412
EUR-EURIBOR-1M,2000-07-05,0.04406
EUR-EURIBOR-1M,2000-07-06,0.04401
EUR-EURIBOR-1M,2000-07-07,0.04400
EUR-EURIBOR-1M,2000-07-08,0.04400
EUR-EURIBOR-1M,2000-07-09,0.04400
EUR-EURIBOR-1M,2000-07-10,0.04400
EUR-EURIBOR-1M,2000-07-11,0.04400
EUR-EURIBOR-1M,2000-07-12,0.04396
EUR-EURIBOR-1M,2000-07-13,0.04393
EUR-EURIBOR-1M,2000-07-14,0.04391
EUR-EURIBOR-1M,2000-07-15,0.04391
EUR-EURIBOR-1M,2000-07-16,0.04391
EUR-EURIBOR-1M,2000-07-17,0.04391
EUR-EURIBOR-1M,2000-07-18,0.04397
EUR-EURIBOR-1M,2000-07-19,0.04420
EUR-EURIBOR-1M,2000-07-20,0.04420
EUR-EURIBOR-1M,2000-07-21,0.04419
EUR-EURIBOR-1M,2000-07-22,0.04419
EUR-EURIBOR-1M,2000-07-23,0.04419
EUR-EURIBOR-1M,2000-07-24,0.04414
EUR-EURIBOR-1M,2000-07-25,0.04411
EUR-EURIBOR-1M,2000-07-26,0.04406
EUR-EURIBOR-1M,2000-07-27,0.04413
EUR-EURIBOR-1M,2000-07-28,0.04418
EUR-EURIBOR-1M,2000-07-29,0.04418
EUR-EURIBOR-1M,2000-07-30,0.04418
EUR-EURIBOR-1M,2000-07-31,0.04414
EUR-EURIBOR-1M,2000-08-01,0.04413
EUR-EURIBOR-1M,2000-08-02,0.04416
EUR-EURIBOR-1M,2000-08-03,0.04418
EUR-EURIBOR-1M,2000-08-04,0.04415
EUR-EURIBOR-1M,2000-08-05,0.04415
EUR-EURIBOR-1M,2000-08-06,0.04415
EUR-EURIBOR-1M,2000-08-07,0.04409
EUR-EURIBOR-1M,2000-08-08,0.04410
EUR-EURIBOR-1M,2000-08-09,0.04410
EUR-EURIBOR-1M,2000-08-10,0.04410
EUR-EURIBOR-1M,2000-08-11,0.04474
EUR-EURIBOR-1M,2000-08-12,0.04474
EUR-EURIBOR-1M,2000-08-13,0.04474
EUR-EURIBOR-1M,2000-08-14,0.04554
EUR-EURIBOR-1M,2000-08-15,0.04563
EUR-EURIBOR-1M,2000-08-16,0.04601
EUR-EURIBOR-1M,2000-08-17,0.04625
EUR-EURIBOR-1M,2000-08-18,0.04624
EUR-EURIBOR-1M,2000-08-19,0.04624
EUR-EURIBOR-1M,2000-08-20,0.04624
EUR-EURIBOR-1M,2000-08-21,0.04643
EUR-EURIBOR-1M,2000-08-22,0.04684
EUR-EURIBOR-1M,2000-08-23,0.04673
EUR-EURIBOR-1M,2000-08-24,0.04678
EUR-EURIBOR-1M,2000-08-25,0.04737
EUR-EURIBOR-1M,2000-08-26,0.04737
EUR-EURIBOR-1M,2000-08-27,0.04737
EUR-EURIBOR-1M,2000-08-28,0.04780
EUR-EURIBOR-1M,2000-08-29,0.04778
EUR-EURIBOR-1M,2000-08-30,0.04747
EUR-EURIBOR-1M,2000-08-31,0.04736
EUR-EURIBOR-1M,2000-09-01,0.04663
EUR-EURIBOR-1M,2000-09-02,0.04663
EUR-EURIBOR-1M,2000-09-03,0.04663
EUR-EURIBOR-1M,2000-09-04,0.04650
EUR-EURIBOR-1M,2000-09-05,0.04659
EUR-EURIBOR-1M,2000-09-06,0.04670
EUR-EURIBOR-1M,2000-09-07,0.04710
EUR-EURIBOR-1M,2000-09-08,0.04702
EUR-EURIBOR-1M,2000-09-09,0.04702
EUR-EURIBOR-1M,2000-09-10,0.04702
EUR-EURIBOR-1M,2000-09-11,0.04704
EUR-EURIBOR-1M,2000-09-12,0.04700
EUR-EURIBOR-1M,2000-09-13,0.04680
EUR-EURIBOR-1M,2000-09-14,0.04658
EUR-EURIBOR-1M,2000-09-15,0.04650
EUR-EURIBOR-1M,2000-09-16,0.04650
EUR-EURIBOR-1M,2000-09-17,0.04650
EUR-EURIBOR-1M,2000-09-18,0.04666
EUR-EURIBOR-1M,2000-09-19,0.04665
EUR-EURIBOR-1M,2000-09-20,0.04666
EUR-EURIBOR-1M,2000-09-21,0.04680
EUR-EURIBOR-1M,2000-09-22,0.04684
EUR-EURIBOR-1M,2000-09-23,0.04684
EUR-EURIBOR-1M,2000-09-24,0.04684
EUR-EURIBOR-1M,2000-09-25,0.04702
EUR-EURIBOR-1M,2000-09-26,0.04770
EUR-EURIBOR-1M,2000-09-27,0.04770
EUR-EURIBOR-1M,2000-09-28,0.04790
EUR-EURIBOR-1M,2000-09-29,0.04788
EUR-EURIBOR-1M,2000-09-30,0.04788
EUR-EURIBOR-1M,2000-10-01,0.04788
EUR-EURIBOR-1M,2000-10-02,0.04781
EUR-EURIBOR-1M,2000-10-03,0.04779
EUR-EURIBOR-1M,2000-10-04,0.04776
EUR-EURIBOR-1M,2000-10-05,0.04768
EUR-EURIBOR-1M,2000-10-06,0.04843
EUR-EURIBOR-1M,2000-10-07,0.04843
EUR-EURIBOR-1M,2000-10-08,0.04843
EUR-EURIBOR-1M,2000-10-09,0.04843
EUR-EURIBOR-1M,2000-10-10,0.04840
EUR-EURIBOR-1M,2000-10-11,0.04822
EUR-EURIBOR-1M,2000-10-12,0.04820
EUR-EURIBOR-1M,2000-10-13,0.04810
EUR-EURIBOR-1M,2000-10-14,0.04810
EUR-EURIBOR-1M,2000-10-15,0.04810
EUR-EURIBOR-1M,2000-10-16,0.04820
EUR-EURIBOR-1M,2000-10-17,0.04824
EUR-EURIBOR-1M,2000-10-18,0.04824
EUR-EURIBOR-1M,2000-10-19,0.04844
EUR-EURIBOR-1M,2000-10-20,0.04860
EUR-EURIBOR-1M,2000-10-21,0.04860
EUR-EURIBOR-1M,2000-10-22,0.04860
EUR-EURIBOR-1M,2000-10-23,0.04880
EUR-EURIBOR-1M,2000-10-24,0.04910
EUR-EURIBOR-1M,2000-10-25,0.04919
EUR-EURIBOR-1M,2000-10-26,0.04941
EUR-EURIBOR-1M,2000-10-27,0.04946
EUR-EURIBOR-1M,2000-10-28,0.04946
EUR-EURIBOR-1M,2000-10-29,0.04946
EUR-EURIBOR-1M,2000-10-30,0.04951
EUR-EURIBOR-1M,2000-10-31,0.04954
EUR-EURIBOR-1M,2000-11-01,0.04956
EUR-EURIBOR-1M,2000-11-02,0.04950
EUR-EURIBOR-1M,2000-11-03,0.04947
EUR-EURIBOR-1M,2000-11-04,0.04947
EUR-EURIBOR-1M,2000-11-05,0.04947
EUR-EURIBOR-1M,2000-11-06,0.04944
EUR-EURIBOR-1M,2000-11-07,0.04941
EUR-EURIBOR-1M,2000-11-08,0.04938
EUR-EURIBOR-1M,2000-11-09,0.04938
EUR-EURIBOR-1M,2000-11-10,0.04928
EUR-EURIBOR-1M,2000-11-11,0.04928
EUR-EURIBOR-1M,2000-11-12,0.04928
EUR-EURIBOR-1M,2000-11-13,0.04915
EUR-EURIBOR-1M,2000-11-14,0.04905
EUR-EURIBOR-1M,2000-11-15,0.04891
EUR-EURIBOR-1M,2000-11-16,0.04883
EUR-EURIBOR-1M,2000-11-17,0.04870
EUR-EURIBOR-1M,2000-11-18,0.04870
EUR-EURIBOR-1M,2000-11-19,0.04870
EUR-EURIBOR-1M,2000-11-20,0.04870
EUR-EURIBOR-1M,2000-11-21,0.04888
EUR-EURIBOR-1M,2000-11-22,0.04890
EUR-EURIBOR-1M,2000-11-23,0.04891
EUR-EURIBOR-1M,2000-11-24,0.04899
EUR-EURIBOR-1M,2000-11-25,0.04899
EUR-EURIBOR-1M,2000-11-26,0.04899
EUR-EURIBOR-1M,2000-11-27,0.04903
EUR-EURIBOR-1M,2000-11-28,0.04910
EUR-EURIBOR-1M,2000-11-29,0.05043
EUR-EURIBOR-1M,2000-11-30,0.05028
EUR-EURIBOR-1M,2000-12-01,0.05008
EUR-EURIBOR-1M,2000-12-02,0.05008
EUR-EURIBOR-1M,2000-12-03,0.05008
EUR-EURIBOR-1M,2000-12-04,0.04999
EUR-EURIBOR-1M,2000-12-05,0.05000
EUR-EURIBOR-1M,2000-12-06,0.04976
EUR-EURIBOR-1M,2000-12-07,0.04964
EUR-EURIBOR-1M,2000-12-08,0.04963
EUR-EURIBOR-1M,2000-12-09,0.04963
EUR-EURIBOR-1M,2000-12-10,0.04963
EUR-EURIBOR-1M,2000-12-11,0.04973
EUR-EURIBOR-1M,2000-12-12,0.04975
EUR-EURIBOR-1M,2000-12-13,0.04971
EUR-EURIBOR-1M,2000-12-14,0.04968
