Reference,Date,Value
GBP-LIBOR-12M,2000-01-01,0.06811
GBP-LIBOR-12M,2000-01-02,0.06811
GBP-LIBOR-12M,2000-01-03,0.06811
GBP-LIBOR-12M,2000-01-04,0.06811
GBP-LIBOR-12M,2000-01-05,0.06867
GBP-LIBOR-12M,2000-01-06,0.06879
GBP-LIBOR-12M,2000-01-07,0.06861
GBP-LIBOR-12M,2000-01-08,0.06861
GBP-LIBOR-12M,2000-01-09,0.06861
GBP-LIBOR-12M,2000-01-10,0.06851
GBP-LIBOR-12M,2000-01-11,0.06868
GBP-LIBOR-12M,2000-01-12,0.06874
GBP-LIBOR-12M,2000-01-13,0.06874
GBP-LIBOR-12M,2000-01-14,0.06822
GBP-LIBOR-12M,2000-01-15,0.06822
GBP-LIBOR-12M,2000-01-16,0.06822
GBP-LIBOR-12M,2000-01-17,0.06850
GBP-LIBOR-12M,2000-01-18,0.06876
GBP-LIBOR-12M,2000-01-19,0.06878
GBP-LIBOR-12M,2000-01-20,0.06888
GBP-LIBOR-12M,2000-01-21,0.06879
GBP-LIBOR-12M,2000-01-22,0.06879
GBP-LIBOR-12M,2000-01-23,0.06879
GBP-LIBOR-12M,2000-01-24,0.06870
GBP-LIBOR-12M,2000-01-25,0.06858
GBP-LIBOR-12M,2000-01-26,0.06813
GBP-LIBOR-12M,2000-01-27,0.06811
GBP-LIBOR-12M,2000-01-28,0.06813
GBP-LIBOR-12M,2000-01-29,0.06813
GBP-LIBOR-12M,2000-01-30,0.06813
GBP-LIBOR-12M,2000-01-31,0.06843
GBP-LIBOR-12M,2000-02-01,0.06824
GBP-LIBOR-12M,2000-02-02,0.06794
GBP-LIBOR-12M,2000-02-03,0.06784
GBP-LIBOR-12M,2000-02-04,0.06773
GBP-LIBOR-12M,2000-02-05,0.06773
GBP-LIBOR-12M,2000-02-06,0.06773
GBP-LIBOR-12M,2000-02-07,0.06798
GBP-LIBOR-12M,2000-02-08,0.06804
GBP-LIBOR-12M,2000-02-09,0.06805
GBP-LIBOR-12M,2000-02-10,0.06807
GBP-LIBOR-12M,2000-02-11,0.06773
GBP-LIBOR-12M,2000-02-12,0.06773
GBP-LIBOR-12M,2000-02-13,0.06773
GBP-LIBOR-12M,2000-02-14,0.06731
GBP-LIBOR-12M,2000-02-15,0.06739
GBP-LIBOR-12M,2000-02-16,0.06813
GBP-LIBOR-12M,2000-02-17,0.06805
GBP-LIBOR-12M,2000-02-18,0.06808
GBP-LIBOR-12M,2000-02-19,0.06808
GBP-LIBOR-12M,2000-02-20,0.06808
GBP-LIBOR-12M,2000-02-21,0.06791
GBP-LIBOR-12M,2000-02-22,0.06775
GBP-LIBOR-12M,2000-02-23,0.06782
GBP-LIBOR-12M,2000-02-24,0.06787
GBP-LIBOR-12M,2000-02-25,0.06771
GBP-LIBOR-12M,2000-02-26,0.06771
GBP-LIBOR-12M,2000-02-27,0.06771
GBP-LIBOR-12M,2000-02-28,0.06778
GBP-LIBOR-12M,2000-02-29,0.06769
GBP-LIBOR-12M,2000-03-01,0.06758
GBP-LIBOR-12M,2000-03-02,0.06753
GBP-LIBOR-12M,2000-03-03,0.06751
GBP-LIBOR-12M,2000-03-04,0.06751
GBP-LIBOR-12M,2000-03-05,0.06751
GBP-LIBOR-12M,2000-03-06,0.06731
GBP-LIBOR-12M,2000-03-07,0.06729
GBP-LIBOR-12M,2000-03-08,0.06726
GBP-LIBOR-12M,2000-03-09,0.06718
GBP-LIBOR-12M,2000-03-10,0.06705
GBP-LIBOR-12M,2000-03-11,0.06705
GBP-LIBOR-12M,2000-03-12,0.06705
GBP-LIBOR-12M,2000-03-13,0.06710
GBP-LIBOR-12M,2000-03-14,0.06715
GBP-LIBOR-12M,2000-03-15,0.06731
GBP-LIBOR-12M,2000-03-16,0.06730
GBP-LIBOR-12M,2000-03-17,0.06731
GBP-LIBOR-12M,2000-03-18,0.06731
GBP-LIBOR-12M,2000-03-19,0.06731
GBP-LIBOR-12M,2000-03-20,0.06736
GBP-LIBOR-12M,2000-03-21,0.06727
GBP-LIBOR-12M,2000-03-22,0.06721
GBP-LIBOR-12M,2000-03-23,0.06717
GBP-LIBOR-12M,2000-03-24,0.06718
GBP-LIBOR-12M,2000-03-25,0.06718
GBP-LIBOR-12M,2000-03-26,0.06718
GBP-LIBOR-12M,2000-03-27,0.06766
GBP-LIBOR-12M,2000-03-28,0.06787
GBP-LIBOR-12M,2000-03-29,0.06787
GBP-LIBOR-12M,2000-03-30,0.06807
GBP-LIBOR-12M,2000-03-31,0.06808
GBP-LIBOR-12M,2000-04-01,0.06808
GBP-LIBOR-12M,2000-04-02,0.06808
GBP-LIBOR-12M,2000-04-03,0.06812
GBP-LIBOR-12M,2000-04-04,0.06815
GBP-LIBOR-12M,2000-04-05,0.06810
GBP-LIBOR-12M,2000-04-06,0.06814
GBP-LIBOR-12M,2000-04-07,0.06784
GBP-LIBOR-12M,2000-04-08,0.06784
GBP-LIBOR-12M,2000-04-09,0.06784
GBP-LIBOR-12M,2000-04-10,0.06759
GBP-LIBOR-12M,2000-04-11,0.06730
