Reference,Date,Value
EUR-EURIBOR-3M,2000-01-01,0.03338
EUR-EURIBOR-3M,2000-01-02,0.03338
EUR-EURIBOR-3M,2000-01-03,0.03338
EUR-EURIBOR-3M,2000-01-04,0.03340
EUR-EURIBOR-3M,2000-01-05,0.03340
EUR-EURIBOR-3M,2000-01-06,0.03329
EUR-EURIBOR-3M,2000-01-07,0.03320
EUR-EURIBOR-3M,2000-01-08,0.03320
EUR-EURIBOR-3M,2000-01-09,0.03320
EUR-EURIBOR-3M,2000-01-10,0.03317
EUR-EURIBOR-3M,2000-01-11,0.03316
EUR-EURIBOR-3M,2000-01-12,0.03320
EUR-EURIBOR-3M,2000-01-13,0.03320
EUR-EURIBOR-3M,2000-01-14,0.03320
EUR-EURIBOR-3M,2000-01-15,0.03320
EUR-EURIBOR-3M,2000-01-16,0.03320
EUR-EURIBOR-3M,2000-01-17,0.03313
EUR-EURIBOR-3M,2000-01-18,0.03310
EUR-EURIBOR-3M,2000-01-19,0.03306
EUR-EURIBOR-3M,2000-01-20,0.03312
EUR-EURIBOR-3M,2000-01-21,0.03310
EUR-EURIBOR-3M,2000-01-22,0.03310
EUR-EURIBOR-3M,2000-01-23,0.03310
EUR-EURIBOR-3M,2000-01-24,0.03319
EUR-EURIBOR-3M,2000-01-25,0.03320
EUR-EURIBOR-3M,2000-01-26,0.03330
EUR-EURIBOR-3M,2000-01-27,0.03430
EUR-EURIBOR-3M,2000-01-28,0.03484
EUR-EURIBOR-3M,2000-01-29,0.03484
EUR-EURIBOR-3M,2000-01-30,0.03484
EUR-EURIBOR-3M,2000-01-31,0.03491
EUR-EURIBOR-3M,2000-02-01,0.03496
EUR-EURIBOR-3M,2000-02-02,0.03490
EUR-EURIBOR-3M,2000-02-03,0.03499
EUR-EURIBOR-3M,2000-02-04,0.03490
EUR-EURIBOR-3M,2000-02-05,0.03490
EUR-EURIBOR-3M,2000-02-06,0.03490
EUR-EURIBOR-3M,2000-02-07,0.03495
EUR-EURIBOR-3M,2000-02-08,0.03498
EUR-EURIBOR-3M,2000-02-09,0.03490
EUR-EURIBOR-3M,2000-02-10,0.03486
EUR-EURIBOR-3M,2000-02-11,0.03490
EUR-EURIBOR-3M,2000-02-12,0.03490
EUR-EURIBOR-3M,2000-02-13,0.03490
EUR-EURIBOR-3M,2000-02-14,0.03490
EUR-EURIBOR-3M,2000-02-15,0.03489
EUR-EURIBOR-3M,2000-02-16,0.03488
EUR-EURIBOR-3M,2000-02-17,0.03490
EUR-EURIBOR-3M,2000-02-18,0.03543
EUR-EURIBOR-3M,2000-02-19,0.03543
EUR-EURIBOR-3M,2000-02-20,0.03543
EUR-EURIBOR-3M,2000-02-21,0.03613
EUR-EURIBOR-3M,2000-02-22,0.03624
EUR-EURIBOR-3M,2000-02-23,0.03630
EUR-EURIBOR-3M,2000-02-24,0.03627
EUR-EURIBOR-3M,2000-02-25,0.03596
EUR-EURIBOR-3M,2000-02-26,0.03596
EUR-EURIBOR-3M,2000-02-27,0.03596
EUR-EURIBOR-3M,2000-02-28,0.03619
EUR-EURIBOR-3M,2000-02-29,0.03630
EUR-EURIBOR-3M,2000-03-01,0.03630
EUR-EURIBOR-3M,2000-03-02,0.03643
EUR-EURIBOR-3M,2000-03-03,0.03630
EUR-EURIBOR-3M,2000-03-04,0.03630
EUR-EURIBOR-3M,2000-03-05,0.03630
EUR-EURIBOR-3M,2000-03-06,0.03640
EUR-EURIBOR-3M,2000-03-07,0.03650
EUR-EURIBOR-3M,2000-03-08,0.03670
EUR-EURIBOR-3M,2000-03-09,0.03718
EUR-EURIBOR-3M,2000-03-10,0.03736
EUR-EURIBOR-3M,2000-03-11,0.03736
