Reference,Date,Value
USD-LIBOR-3M,2000-01-01,0.06043
USD-LIBOR-3M,2000-01-02,0.06043
USD-LIBOR-3M,2000-01-03,0.06043
USD-LIBOR-3M,2000-01-04,0.06043
USD-LIBOR-3M,2000-01-05,0.06030
USD-LIBOR-3M,2000-01-06,0.06030
USD-LIBOR-3M,2000-01-07,0.06030
USD-LIBOR-3M,2000-01-08,0.06030
USD-LIBOR-3M,2000-01-09,0.06030
USD-LIBOR-3M,2000-01-10,0.06026
USD-LIBOR-3M,2000-01-11,0.06030
USD-LIBOR-3M,2000-01-12,0.06039
USD-LIBOR-3M,2000-01-13,0.06040
USD-LIBOR-3M,2000-01-14,0.06040
USD-LIBOR-3M,2000-01-15,0.06040
USD-LIBOR-3M,2000-01-16,0.06040
USD-LIBOR-3M,2000-01-17,0.06036
USD-LIBOR-3M,2000-01-18,0.06035
USD-LIBOR-3M,2000-01-19,0.06038
USD-LIBOR-3M,2000-01-20,0.06040
USD-LIBOR-3M,2000-01-21,0.06040
USD-LIBOR-3M,2000-01-22,0.06040
USD-LIBOR-3M,2000-01-23,0.06040
USD-LIBOR-3M,2000-01-24,0.06040
USD-LIBOR-3M,2000-01-25,0.06040
USD-LIBOR-3M,2000-01-26,0.06040
USD-LIBOR-3M,2000-01-27,0.06040
USD-LIBOR-3M,2000-01-28,0.06049
USD-LIBOR-3M,2000-01-29,0.06049
USD-LIBOR-3M,2000-01-30,0.06049
USD-LIBOR-3M,2000-01-31,0.06078
USD-LIBOR-3M,2000-02-01,0.06091
USD-LIBOR-3M,2000-02-02,0.06100
USD-LIBOR-3M,2000-02-03,0.06098
USD-LIBOR-3M,2000-02-04,0.06090
USD-LIBOR-3M,2000-02-05,0.06090
USD-LIBOR-3M,2000-02-06,0.06090
USD-LIBOR-3M,2000-02-07,0.06100
USD-LIBOR-3M,2000-02-08,0.06100
USD-LIBOR-3M,2000-02-09,0.06100
USD-LIBOR-3M,2000-02-10,0.06099
USD-LIBOR-3M,2000-02-11,0.06096
USD-LIBOR-3M,2000-02-12,0.06096
USD-LIBOR-3M,2000-02-13,0.06096
USD-LIBOR-3M,2000-02-14,0.06090
USD-LIBOR-3M,2000-02-15,0.06090
USD-LIBOR-3M,2000-02-16,0.06090
USD-LIBOR-3M,2000-02-17,0.06090
USD-LIBOR-3M,2000-02-18,0.06110
USD-LIBOR-3M,2000-02-19,0.06110
USD-LIBOR-3M,2000-02-20,0.06110
USD-LIBOR-3M,2000-02-21,0.06110
USD-LIBOR-3M,2000-02-22,0.06110
USD-LIBOR-3M,2000-02-23,0.06110
USD-LIBOR-3M,2000-02-24,0.06110
USD-LIBOR-3M,2000-02-25,0.06101
USD-LIBOR-3M,2000-02-26,0.06101
USD-LIBOR-3M,2000-02-27,0.06101
USD-LIBOR-3M,2000-02-28,0.06101
USD-LIBOR-3M,2000-02-29,0.06109
USD-LIBOR-3M,2000-03-01,0.06110
USD-LIBOR-3M,2000-03-02,0.06119
USD-LIBOR-3M,2000-03-03,0.06120
USD-LIBOR-3M,2000-03-04,0.06120
USD-LIBOR-3M,2000-03-05,0.06120
USD-LIBOR-3M,2000-03-06,0.06120
USD-LIBOR-3M,2000-03-07,0.06127
USD-LIBOR-3M,2000-03-08,0.06130
USD-LIBOR-3M,2000-03-09,0.06140
USD-LIBOR-3M,2000-03-10,0.06144
USD-LIBOR-3M,2000-03-11,0.06144
USD-LIBOR-3M,2000-03-12,0.06144
USD-LIBOR-3M,2000-03-13,0.06150
USD-LIBOR-3M,2000-03-14,0.06160
USD-LIBOR-3M,2000-03-15,0.06173
USD-LIBOR-3M,2000-03-16,0.06191
USD-LIBOR-3M,2000-03-17,0.06210
USD-LIBOR-3M,2000-03-18,0.06210
USD-LIBOR-3M,2000-03-19,0.06210
USD-LIBOR-3M,2000-03-20,0.06229
USD-LIBOR-3M,2000-03-21,0.06241
USD-LIBOR-3M,2000-03-22,0.06246
USD-LIBOR-3M,2000-03-23,0.06248
