Reference,Date,Value
USD-LIBOR-6M,2000-01-01,0.06209
USD-LIBOR-6M,2000-01-02,0.06209
USD-LIBOR-6M,2000-01-03,0.06209
USD-LIBOR-6M,2000-01-04,0.06209
USD-LIBOR-6M,2000-01-05,0.06194
USD-LIBOR-6M,2000-01-06,0.06191
USD-LIBOR-6M,2000-01-07,0.06191
USD-LIBOR-6M,2000-01-08,0.06191
USD-LIBOR-6M,2000-01-09,0.06191
USD-LIBOR-6M,2000-01-10,0.06181
USD-LIBOR-6M,2000-01-11,0.06191
USD-LIBOR-6M,2000-01-12,0.06209
USD-LIBOR-6M,2000-01-13,0.06220
USD-LIBOR-6M,2000-01-14,0.06221
USD-LIBOR-6M,2000-01-15,0.06221
USD-LIBOR-6M,2000-01-16,0.06221
USD-LIBOR-6M,2000-01-17,0.06215
USD-LIBOR-6M,2000-01-18,0.06215
USD-LIBOR-6M,2000-01-19,0.06220
USD-LIBOR-6M,2000-01-20,0.06220
USD-LIBOR-6M,2000-01-21,0.06220
USD-LIBOR-6M,2000-01-22,0.06220
USD-LIBOR-6M,2000-01-23,0.06220
USD-LIBOR-6M,2000-01-24,0.06220
USD-LIBOR-6M,2000-01-25,0.06220
USD-LIBOR-6M,2000-01-26,0.06220
USD-LIBOR-6M,2000-01-27,0.06220
USD-LIBOR-6M,2000-01-28,0.06233
USD-LIBOR-6M,2000-01-29,0.06233
USD-LIBOR-6M,2000-01-30,0.06233
USD-LIBOR-6M,2000-01-31,0.06289
USD-LIBOR-6M,2000-02-01,0.06308
USD-LIBOR-6M,2000-02-02,0.06320
USD-LIBOR-6M,2000-02-03,0.06329
USD-LIBOR-6M,2000-02-04,0.06314
USD-LIBOR-6M,2000-02-05,0.06314
USD-LIBOR-6M,2000-02-06,0.06314
USD-LIBOR-6M,2000-02-07,0.06330
USD-LIBOR-6M,2000-02-08,0.06330
USD-LIBOR-6M,2000-02-09,0.06321
USD-LIBOR-6M,2000-02-10,0.06323
USD-LIBOR-6M,2000-02-11,0.06324
USD-LIBOR-6M,2000-02-12,0.06324
USD-LIBOR-6M,2000-02-13,0.06324
USD-LIBOR-6M,2000-02-14,0.06321
USD-LIBOR-6M,2000-02-15,0.06320
USD-LIBOR-6M,2000-02-16,0.06320
USD-LIBOR-6M,2000-02-17,0.06321
USD-LIBOR-6M,2000-02-18,0.06355
USD-LIBOR-6M,2000-02-19,0.06355
USD-LIBOR-6M,2000-02-20,0.06355
USD-LIBOR-6M,2000-02-21,0.06354
USD-LIBOR-6M,2000-02-22,0.06353
